Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,688213983580,meta_description,en,,,"Köp Flesh & Blood TCG hos Dragon's Lair! Utforska vårt stora utbud av Flesh & Blood-kort, booster packs och Blitz decks. Snabb leverans och bra priser.
","Explore our wide selection of Flesh & Blood TCG! We offer booster packs, starter decks, collector’s cards, and accessories for both casual and competitive players. Build a powerful hero and dominate strategic battles. Fast shipping, great prices, and expert knowledge!"
COLLECTION,688214049116,title,en,,,Färdiga Lekar,Constructed Decks
COLLECTION,688214081884,title,en,,,Boosters & Displayer,Boosters & Displays
COLLECTION,688214114652,title,en,,,Tillbehör - Med Star Wars motiv,Accessories - Star Wars branded 
COLLECTION,688214147420,title,en,,,Special Boxar,Special boxes
COLLECTION,688214180188,title,en,,,Star Wars Unlimited,Star Wars Unlimited
COLLECTION,688214180188,body_html,en,,,"<p>Star Wars Unlimited TCG är ett strategiskt samlarkortspel där du kliver in i den ikoniska Star Wars-galaxen. Med karaktärer, rymdskepp och händelser från hela sagan bygger du kortlekar och möter din motståndare i snabba och taktiska strider. Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till Star Wars Unlimited. </p>","<p>Star Wars Unlimited TCG is a strategic trading card game that lets you step into the iconic Star Wars galaxy. Featuring characters, starships, and events from across the saga, players build decks and face off in fast-paced tactical battles. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for Star Wars Unlimited.</p>"
COLLECTION,688214180188,meta_title,en,,,Köp Star Wars Unlimited & Star Wars Kort | Dragon's Lair,Star Wars: Unlimited – Wide Selection & Great Prices
COLLECTION,688214180188,meta_description,en,,,"Köp Star Wars Unlimited TCG hos Dragon's Lair! Stort utbud av booster packs, starter decks och star wars kort. Snabba leveranser och bra priser. Handla nu!","Explore our extensive selection of Star Wars: Unlimited TCG! We offer booster packs, starter decks, and collector’s cards for both new and experienced players. Build your ultimate deck with heroes and villains from a galaxy far, far away. Fast shipping, great prices, and a passion for the game!"
COLLECTION,688214212956,title,en,,,TILLFÄLLIGT UNDER INLÄSNING,TILLFÄLLIGT UNDER INLÄSNING
COLLECTION,688214245724,title,en,,,Turneringsbiljetter,Event ticket
COLLECTION,688214278492,title,en,,,Booster & Displays,Booster & Displays
COLLECTION,688214344028,title,en,,,Färdiga lekar,Constructed Decks
COLLECTION,688214311260,title,en,,,Tillbehör med Altered motiv,Accessories - Altered Branded
COLLECTION,688214376796,title,en,,,Altered,Altered
COLLECTION,688214376796,body_html,en,,,"<p>Altered TCG är ett unikt samlarkortspel som kombinerar strategi, äventyr och en levande fantasivärld. Spelet erbjuder ett nytt sätt att spela kortspel där utforskande och taktiska val står i centrum. Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till Altered TCG.</p>","<p>Altered TCG is a unique trading card game that blends strategy, exploration, and a vibrant fantasy world. Instead of focusing only on defeating your opponent, the game revolves around discovery, clever tactics, and building the right team for your journey. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for Altered TCG.</p>"
COLLECTION,688214376796,meta_title,en,,,Altered TCG – Stort Sortiment & Bra Priser,Altered TCG – Wide Selection & Great Prices
COLLECTION,688214376796,meta_description,en,,,"Utforska vårt breda sortiment av Altered TCG! Vi erbjuder booster packs, starter decks, samlarkort och tillbehör för både casual- och tävlingsspelare. Bygg unika kortlekar och bemästra spelets dynamiska strategier. Snabba leveranser, bra priser och expertkunskap!","Explore our wide selection of Altered TCG! We offer booster packs, starter decks, collector’s cards, and accessories for both casual and competitive players. Build unique decks and master the game's dynamic strategies. Fast shipping, great prices, and expert knowledge!"
COLLECTION,688214409564,title,en,,,Aktuella erbjudanden,Aktuella erbjudanden
COLLECTION,688214442332,title,en,,,Riftbound,Riftbound
COLLECTION,688214442332,body_html,en,,,"<p>Riftbound TCG är ett nytt samlarkortspel som utspelar sig i världen från League of Legends. Här möts ikoniska mästare, strategiska kortkombinationer och snabba matcher i ett modernt trading card game. Hos Dragon’s Lair hittar du produkter och tillbehör för Riftbound TCG.</p>","<p>Riftbound TCG is a trading card game set in the world of League of Legends, featuring iconic champions and strategic card battles. Players build decks, combine abilities, and face off in dynamic matches inspired by the universe of Runeterra. At Dragon’s Lair you’ll find Riftbound cards, starter decks, and accessories to begin your journey.</p>"
COLLECTION,688214442332,meta_title,en,,,Riftbound TCG kort och tillbehör | Dragon’s Lair,Riftbound TCG Cards & Accessories | Dragon’s Lair
COLLECTION,688214442332,meta_description,en,,,"Riftbound TCG är ett nytt samlarkortspel som utspelar sig i världen från League of Legends. Här möts ikoniska mästare, strategiska kortkombinationer och snabba matcher i ett modernt trading card game. Hos Dragon’s Lair hittar du produkter och tillbehör för Riftbound TCG.","Riftbound TCG is a trading card game set in the world of League of Legends, featuring iconic champions and strategic card battles. Players build decks, combine abilities, and face off in dynamic matches inspired by the universe of Runeterra. At Dragon’s Lair you’ll find Riftbound cards, starter decks, and accessories to begin your journey."
COLLECTION,688214475100,title,en,,,Samlarkortspel,TCG's
COLLECTION,688214475100,meta_title,en,,,Samlarkortspel - Populära samlarkort hos Dragon's Lair,"Trading Cards - Magic, Pokemon, One Piece & Yu-Gi-Oh! at Dragon's Lair"
COLLECTION,688214475100,meta_description,en,,,"Köp Magic, Pokémon, One Piece och Yu-Gi-Oh! samlarkort hos Dragon's Lair. Vi erbjuder ett brett utbud av kort och tillbehör för alla samlare och spelare","Shop Magic, Pokémon, and Yu-Gi-Oh! trading cards at Dragon's Lair. Discover a wide range of cards and accessories for collectors and players alike."
COLLECTION,688214507868,title,en,,,Drak Tema,Dragon Theme
COLLECTION,688214540636,title,en,,,Steam Punk Tema,Steam Punk Theme
COLLECTION,688214606172,title,en,,,Future Line Tema,Future Line Theme
COLLECTION,688214573404,title,en,,,Ihåliga Set,Hollow Sets
COLLECTION,688214671708,title,en,,,Tärningar i metall,Metal Dices
COLLECTION,688214638940,title,en,,,Flytande innehåll,Liquid content
COLLECTION,688214704476,title,en,,,Med skarpa hörn,With sharp Edges
COLLECTION,688214737244,title,en,,,Med speciella teman,With a branded themes
COLLECTION,688214770012,title,en,,,Mintärningar,Small sets
COLLECTION,688214802780,title,en,,,Tärningar i plast,Plastic dice
COLLECTION,688214835548,title,en,,,Rollspelstärningar i set,Set with Roleplaying dices 
COLLECTION,688214835548,meta_title,en,,,Rollspelstärningar i set – Högkvalitativa set för alla äventyr | Dragon’s Lair,RPG Dice Sets – High-Quality Sets for Every Adventure | Dragon’s Lair
COLLECTION,688214835548,meta_description,en,,,"Upptäck tärningsset för rollspel! Hitta set med alla tärningar du behöver för Dungeons & Dragons, Pathfinder och andra RPG.",Discover role-playing dice sets for your favorite RPG! Find complete dice sets in various colors and materials for board games and role-playing.
COLLECTION,688214868316,title,en,,,Stora tärningar,Large dice
COLLECTION,688214901084,title,en,,,Spindowns och till TCG,Spindowns and to TCG
COLLECTION,688214933852,title,en,,,Smycken/prydnad,Jewelry/ornament
COLLECTION,688214966620,title,en,,,Specialtärningar,Special Dices
COLLECTION,688214999388,title,en,,,Counter Tärningar,Counter Dice
COLLECTION,688215064924,title,en,,,Sexsidiga tärningar (T6),Six sided Diced (D6)
COLLECTION,688215032156,title,en,,,Kartor och figurer,Maps and miniatures
COLLECTION,688215097692,title,en,,,Stämningshöjande,For the feeling
COLLECTION,688215130460,title,en,,,Skärmar och Accessoarer,Screens and Accessories
COLLECTION,688215163228,title,en,,,Till spelledaren,For the Game Master
COLLECTION,688215195996,title,en,,,Tärningspåsar och förvaring,Dice bags and storage
COLLECTION,688215195996,meta_title,en,,,Tärningspåsar & Förvaring – Håll ordning på dina tärningar | Dragon’s Lair,Dice Bags & Storage – Keep Your Dice Organized | Dragon’s Lair
COLLECTION,688215195996,meta_description,en,,,"Förvara och organisera dina tärningar med stil! Upptäck tärningspåsar, förvaringslådor och andra tillbehör för att hålla dina spelkomponenter i toppskick.","Store and organize your dice in style! Discover dice bags, storage boxes, and other accessories to keep your game components in top condition."
COLLECTION,688215228764,title,en,,,Dice tray,Dice tray
COLLECTION,688215228764,meta_title,en,,,Dice Tray – För en bättre tärningsrullning | Dragon’s Lair, Dice Tray – Enhance Your Dice Rolling Experience | Dragon’s Lair
COLLECTION,688215228764,meta_description,en,,, Förbättra din tärningsupplevelse med en Dice Tray! Håll tärningarna organiserade och rulla dem med stil på en bekväm och rättvis yta.,Upgrade your dice rolling with a Dice Tray! Keep your dice organized and roll them in style on a comfortable and fair surface.
COLLECTION,688215261532,title,en,,,Tärningskoppar och torn,Dice Cups and Towers
COLLECTION,688215261532,meta_title,en,,,Tärningskoppar & Torn – För en bättre tärningsupplevelse | Dragon’s Lair, Dice Cups & Towers – Enhance Your Dice Rolling Experience | Dragon’s Lair
COLLECTION,688215261532,meta_description,en,,,Förbättra din tärningsupplevelse med tärningskoppar och torn! Håll ordning på dina tärningar och gör rullandet ännu mer spännande.,Enhance your dice rolling experience with dice cups and towers! Keep your dice organized and make rolling even more exciting.
COLLECTION,688215294300,title,en,,,Till tärningarna,For the Dices
COLLECTION,688215327068,title,en,,,Till spelarna,For the Players
COLLECTION,688215359836,title,en,,,Tillbehör och tärningar,Accessories and dice
COLLECTION,688215359836,meta_title,en,,,Tillbehör & Tärningar – Förbättra din spelupplevelse | Dragon’s Lair,Accessories & Dice – Enhance Your Gaming Experience | Dragon’s Lair
COLLECTION,688215359836,meta_description,en,,,"Hitta tärningar, tärningsset och tillbehör för brädspel och rollspel. Upptäck högkvalitativa tärningar och smarta tillbehör som gör ditt spel ännu bättre!","Find dice, dice sets, and accessories for board games and role-playing. Discover high-quality dice and smart accessories that make your game even better!"
COLLECTION,688215392604,title,en,,,Bra att starta med,Start here
COLLECTION,688215425372,title,en,,,Kampanjer och äventyr,Campaigns and adventures
COLLECTION,688215458140,title,en,,,Kartor och figurer,Maps and miniatures
COLLECTION,688215490908,title,en,,,Tillbehör - Med D&Dmotiv,Accessories - D&D branded 
COLLECTION,688215523676,title,en,,,Dungeons & Dragons,Dungeons & Dragons
COLLECTION,688215556444,title,en,,, Solo Rollspel, Solo RPG
COLLECTION,688215589212,title,en,,,Svärdets sång,Svärdets sång
COLLECTION,688215621980,title,en,,,Nordiska Väsen,Nordiska Väsen
COLLECTION,688215687516,title,en,,,Chock,Chock
COLLECTION,688215654748,title,en,,, Blandade rollspel (Sv), Mixed role-playing games (Sv)
COLLECTION,688215720284,title,en,,, Mutant: År Noll, Mutant: Year Zero
COLLECTION,688215753052,title,en,,,Sagospelet Rymd,Sagospelet Rymd
COLLECTION,688215785820,title,en,,,Sagospelet Skräck,Sagospelet Skräck
COLLECTION,688215818588,title,en,,,Sagospelet Äventyr,Sagospelet Äventyr
COLLECTION,688215851356,title,en,,, Sagospelet,Sagospelet
COLLECTION,688215884124,title,en,,,Drakar och Demoner,Drakar och Demoner
COLLECTION,688215916892,title,en,,, Spel på svenska, Games in Swedish
COLLECTION,688215949660,title,en,,,LGBTQ+ samt Solo-Rollspel & Indie (Eng),LGBTQ+ and Role Playing & Indie (Eng)
COLLECTION,688215949660,meta_title,en,,,"LGBTQ+ Solo-Rollspel & Indie – Inkluderande, Mångfaldiga & Solo Äventyr | Dragon’s Lair","LGBTQ+ Solo RPGs & Indie Games – Inclusive, Diverse & Solo Adventures | Dragon’s Lair"
COLLECTION,688215949660,meta_description,en,,,"Upptäck LGBTQ+ vänliga solo-rollspel och indie-spel! Utforska inkluderande, mångfaldiga och stärkande berättelser i solo-rollspelsupplevelser.

","Discover LGBTQ+ friendly solo RPGs and indie games! Explore inclusive, diverse, and empowering narratives in a solo role-playing experience.

"
COLLECTION,688215982428,title,en,,,Vampire: the Masquerade,Vampire: the Masquerade
COLLECTION,688216015196,title,en,,, Cthulhu Mythos, The Cthulhu Mythos
COLLECTION,688216047964,title,en,,, Lord Of The Rings, Lord Of The Rings
COLLECTION,688216080732,title,en,,,"Mindre Rollspel på Engelska (Solo, Indie, HBTQ+)","Smaller Role Playing Games in English (Solo, Indie, LGBTQ+)"
COLLECTION,688216080732,meta_title,en,,,"Mindre rollspel på engelska – Solo, Indie & HBTQ | Dragon’s Lair","Small English Roleplaying Games – Solo, Indie & LGBTQ+ | Dragon’s Lair"
COLLECTION,688216080732,meta_description,en,,,"Upptäck mindre rollspel på engelska med fokus på soloäventyr, indieskapande och HBTQ-inkluderande berättelser. Perfekt för nybörjare och spelare som vill ha lättillgängliga, kreativa rollspelsupplevelser. Handplockat sortiment hos Dragon’s Lair.","Explore small-format English roleplaying games featuring solo adventures, indie storytelling and LGBTQ+ inclusive themes. Ideal for beginners and players seeking accessible, creative RPG experiences. Curated selection at Dragon’s Lair."
COLLECTION,688216113500,title,en,,,TILLFÄLLIGT UNDER INLÄSNING,TILLFÄLLIGT UNDER INLÄSNING
COLLECTION,688216146268,title,en,,,Aktuella erbjudanden,Special offers
COLLECTION,688216179036,title,en,,,Magistavar,Wands
COLLECTION,688216211804,title,en,,,Svärd,Swords
COLLECTION,688216244572,title,en,,,Sködar och rustningar,Shields and Armor
COLLECTION,688216277340,title,en,,,Övriga vapen,Other weapons
COLLECTION,688216310108,title,en,,,Lajv vapen och utrustning,Larp weapons and gear
COLLECTION,688216310108,meta_title,en,,,Lajv vapen och utrustning,LARP Weapon and gear
COLLECTION,688216310108,meta_description,en,,,"Letar du efter säkra och realistiska lajv vapen och tillbehör? Hos Dragon’s Lair hittar du noggrant utvalda produkter från välkända varumärken som Epic Armoury, Ready for Battle och Stronghold. Perfekt för både nybörjare och erfarna lajvare.","Looking for safe, realistic LARP weapons and equipment? At Dragon’s Lair, you’ll find carefully selected products from trusted brands like Epic Armoury, Ready for Battle, and Stronghold.We offer quality gear for both beginners and experienced LARPers."
COLLECTION,688216342876,title,en,,,Rollspel & Tärningar,RPG's and Dice
COLLECTION,688216342876,meta_title,en,,,"Rollspel – Dungeons & Dragons m.m. – Fantasi, Äventyr & Magi | Dragon’s Lair","Role-playing games - Dungeons & Dragons, etc."
COLLECTION,688216342876,meta_description,en,,,"Utforska världen av Dungeons & Dragons och andra rollspel! Upptäck äventyr, magi och rollspelstillbehör som tar din fantasivärld till liv.","Explore the world of Dungeons & Dragons and other role-playing games! Discover adventures, magic, and role-playing accessories that bring your fantasy world to life."
COLLECTION,688216375644,title,en,,,Sport,Sport
COLLECTION,688216408412,title,en,,,Samlarkort,Collectible Cards
COLLECTION,688216408412,meta_title,en,,,Samlarbilder & Collectible Cards – Stort Utbud & Bra Priser,Collectible Cards – Wide Selection & Great Prices
COLLECTION,688216408412,meta_description,en,,,"Upptäck vårt breda sortiment av samlarbilder och collectible cards! Perfekt för samlare och fans av sport, film, serier och popkultur. Vi erbjuder klassiska samlarkort, limiterade kort och exklusiva utgåvor. Snabba leveranser, bra priser och unika samlarobjekt!","Discover our wide selection of collectible cards and trading stickers! Perfect for collectors and fans of sports, movies, TV shows, and pop culture. We offer classic collectible cards, limited editions, and exclusive releases. Fast shipping, great prices, and unique collectibles!

"
COLLECTION,688216441180,title,en,,,Magitrick, Magic trick
COLLECTION,688216473948,title,en,,,Hjärnpussel,Brain teasers
COLLECTION,688216506716,title,en,,,För de yngsta,For the youngest
COLLECTION,688216539484,title,en,,,Pussel med en tvist,Puzzle with an extra angle
COLLECTION,688216572252,title,en,,,Pussel,Puzzles
COLLECTION,688216605020,title,en,,,Pussel & hjärnpussel,Puzzles & brain teasers
COLLECTION,688216605020,meta_title,en,,,Pussel & Hjärnpussel – Kluriga Utmaningar för Alla Åldrar,uzzles & Brain Teasers – Challenging Fun for All Ages 
COLLECTION,688216605020,meta_description,en,,,"Upptäck vårt stora utbud av pussel och hjärnpussel! Perfekt för alla åldrar som vill utmana sitt logiska tänkande och problemlösningsförmåga. Vi erbjuder klassiska pussel, 3D-pussel, Rubik’s kuber och avancerade hjärnpussel. Snabba leveranser, bra priser och kluriga utmaningar för alla nivåer!","Discover our wide selection of puzzles and brain teasers! Perfect for all ages looking to challenge their logical thinking and problem-solving skills. We offer classic jigsaw puzzles, 3D puzzles, Rubik’s cubes, and advanced brain teasers. Fast shipping, great prices, and tricky challenges for all levels!

"
COLLECTION,688216637788,title,en,,,Säljs från biblioteket,For sale from the library
COLLECTION,688216670556,title,en,,,Lånebiblioteket,Board Game Library
COLLECTION,688216670556,body_html,en,,,"<p>Med ett giltigt bibliotekskort till vårt lånebibliotek kan du låna 1-2 spel åt gången för att ta med hem. Korten är giltiga i 6 månader åt gången och under den perioden kan du byta spel så ofta du önskar. </p>
<p>Ett kort som tillåter dig att låna 1 spel åt gången kostar 300 kr för sex månader.</p>
<p>Ett kort som tillåter dig att låna 2 spel åt gången kostar 500 kr för sex månader.</p>","<p>With a valid library card to our board game library, you can borrow 1-2 games at a time to take home. The cards are valid for 6 months and during that period you can change games as often as you wish, but limited to one or two games at a time.</p>
<p>A card that allows you to borrow 1 game at a time costs 300 SEK for six months.</p>
<p>A card that allows you to borrow 2 games at a time costs 500 SEK for six months.</p>"
COLLECTION,688216703324,title,en,,,Leksaker och fidget toys, Toys and fidget toys
COLLECTION,688216703324,meta_title,en,,,Leksaker & Fidget Toys – Stort Sortiment & Bra Priser,Toys & Fidget Toys – Wide Selection & Great Prices
COLLECTION,688216703324,meta_description,en,,,"Upptäck vårt stora utbud av leksaker och fidget toys! Perfekt för lek, avkoppling och stresshantering. Vi erbjuder sensoriska fidget-leksaker, klassiska leksaker och kreativa spel för både barn och vuxna. Snabba leveranser, bra priser och massor av roliga alternativ!","Explore our wide range of toys and fidget toys! Perfect for play, relaxation, and stress relief. We offer sensory fidget toys, classic toys, and creative games for both kids and adults. Fast shipping, great prices, and tons of fun options!"
COLLECTION,688216736092,title,en,,,Tavlor och Affischer,Paintings and Posters
COLLECTION,688216768860,title,en,,,Kaffe,Coffee
COLLECTION,688216801628,title,en,,,Muggar & Glas,Mugs & Glasses
COLLECTION,688216834396,title,en,,,Köksutrustning,Kitchenware
COLLECTION,688216867164,title,en,,,Kaffemuggar och Glas,Coffee Mugs and Glasses
COLLECTION,688216899932,title,en,,,Dekoration och Figurer,Decoration and Figures
COLLECTION,688216932700,title,en,,,Hem & Inredning,Home & Interior
COLLECTION,688216932700,meta_title,en,,,"Muggar, Prydnad & Inredning – Speltema för ditt hem | Dragon’s Lair","Mugs, Decorations & Home Décor – Game-Themed Touches for Your Home | Dragon’s Lair"
COLLECTION,688216932700,meta_description,en,,,"Dekorera ditt hem med spelinspirerade muggar, prydnader och inredning. Perfekta för att ge ditt rum en personlig och spelinspirerad touch!"," Decorate your home with game-inspired mugs, decorations, and home décor. Perfect for adding a personal and game-themed touch to your space!"
COLLECTION,688216965468,title,en,,,Samlarfigurer,Collectible figures
COLLECTION,688216965468,meta_title,en,,,Samlarfigurer – Stort Utbud av Exklusiva Collectibles,Collectible Figures – Wide Selection of Exclusive Collectibles
COLLECTION,688216965468,meta_description,en,,,"Upptäck vårt stora utbud av samlarfigurer och collectibles! Perfekt för fans av filmer, serier, anime och spel. Vi erbjuder actionfigurer, statyer, Funko Pop! och exklusiva samlarobjekt från dina favorituniversum. Snabba leveranser, bra priser och 100 % officiella produkter!","Discover our wide selection of collectible figures and collectibles! Perfect for fans of movies, TV series, anime, and games. We offer action figures, statues, Funko Pop!, and exclusive collectibles from your favorite franchises. Fast shipping, great prices, and 100% official products!"
COLLECTION,688216998236,title,en,,,Pokémon,Pokémon
COLLECTION,688217031004,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688217063772,title,en,,,Squishmallows,Squishmallows
COLLECTION,688217096540,title,en,,,Tv-spels karaktärer,Characters from videogames
COLLECTION,688217129308,title,en,,,Disney,Disney
COLLECTION,688217162076,title,en,,,Labubu,Labubu
COLLECTION,688217162076,body_html,en,,,<p>Labubu är en kinesisk leksak som blivit en global framgång och ett samlarobjekt. Labubu är en liten docka med spetsiga tänder och stort huvud. Dockan är från början en karaktär i den kinesiska bokserien The Monsters och skapades av den kinesiske konstnären Kasing Lung.</p>,<p>Labubu is a Chinese toy that has become a global success and a collector's item. Labubu is a small doll with pointed teeth and a large head. The doll is originally a character in the Chinese book series The Monsters and was created by Chinese artist Kasing Lung.</p>
COLLECTION,688217194844,title,en,,,Plush -mjukisdjur,Plush -soft toys
COLLECTION,688217194844,meta_title,en,,,Mjukisdjur & Gosedjur – Stort Sortiment & Bra Priser,Plush & Soft Toys – Wide Selection & Great Prices
COLLECTION,688217194844,meta_description,en,,,"Upptäck vårt stora sortiment av mjukisdjur och gosedjur! Perfekta som presenter eller mysiga följeslagare för både barn och vuxna. Vi erbjuder högkvalitativa och supermjuka gosedjur i olika storlekar och designs. Snabb leverans, bra priser och massor av kramvänliga alternativ!","Discover our wide selection of plush and soft toys! Perfect as gifts or cuddly companions for both kids and adults. We offer high-quality, ultra-soft plush toys in various sizes and designs. Fast shipping, great prices, and plenty of huggable options!"
COLLECTION,688217227612,title,en,,,Jultider,Christmas times
COLLECTION,688217260380,title,en,,,Alla hjärtans dag,Valentines day
COLLECTION,688217293148,title,en,,,Halloween,Halloween
COLLECTION,688217325916,title,en,,,Gratulationskort,Greeting card
COLLECTION,688217358684,title,en,,,För Högtiderna ,For the Holidays
COLLECTION,688217358684,meta_title,en,,,"Högtidsteman – Prylar, Dekorationer & Presenter för Alla Högtider","Holiday-Themed Items – Decorations, Gifts & Accessories for Every Occasion"
COLLECTION,688217358684,meta_description,en,,,"Utforska vårt sortiment av högtidsteman och temaprylar! Här hittar du dekorationer, presenter, festtillbehör och accessoarer för jul, påsk, Halloween, midsommar och andra firanden. Snabb leverans, bra priser och massor av stämningsfulla produkter!","Explore our selection of holiday-themed items and accessories! Find decorations, gifts, party supplies, and accessories for Christmas, Easter, Halloween, Midsummer, and more. Fast shipping, great prices, and plenty of festive products!

"
COLLECTION,688217391452,title,en,,,Till kroppen,For the body
COLLECTION,688217424220,title,en,,,Till huvudet,For the head
COLLECTION,688217489756,title,en,,,Accessoarer,Accessories
COLLECTION,688217456988,title,en,,,Kläder,Clothes
COLLECTION,688217456988,meta_title,en,,,"Spelkläder & Accessoarer – Gaming T-shirts, Hoodies & Merch","Gaming Apparel & Accessories – T-Shirts, Hoodies & Merch"
COLLECTION,688217456988,meta_description,en,,,"Upptäck vårt utbud av kläder och accessoarer med speltema! Perfekt för gamers som vill visa sin passion för sina favoritspel. Vi erbjuder T-shirts, hoodies, kepsar, ryggsäckar och andra gaming-inspirerade accessoarer. Snabb leverans, bra priser och 100 % officiell gaming-merch!","Discover our selection of gaming apparel and accessories! Perfect for gamers who want to showcase their love for their favorite games. We offer T-shirts, hoodies, caps, backpacks, and other gaming-inspired accessories. Fast shipping, great prices, and 100% official gaming merch!"
COLLECTION,688217522524,title,en,,,TILLFÄLLIGT UNDER INLÄSNING,TILLFÄLLIGT UNDER INLÄSNING
COLLECTION,688217555292,title,en,,,Presentkort,Gift card
COLLECTION,688217588060,title,en,,,Cutebee,Cutebee
COLLECTION,688217620828,title,en,,,Rolife,Rolife
COLLECTION,688217653596,title,en,,,Aslowsnail,Aslowsnail
COLLECTION,688217686364,title,en,,,Tonecheer,Tonecheer
COLLECTION,688217719132,title,en,,,Book Nook,Book Nook
COLLECTION,688217719132,body_html,en,,,"<p>Förvandla din bokhylla till en liten värld i sig med en Book Nook! Det är små dioramor som placeras mellan böckerna och skapar illusionen av att en hel miniatyrvärld gömmer sig där. Perfekt för dig som vill ge bokhyllan personlighet och en magisk känsla.<br><br>Hos oss hittar du Book Nooks från populära märken som Rolife, CuteBee och Tonecheer. Oavsett om du gillar fantasifulla gränder, mysiga bibliotek eller charmiga små butiker finns det något för alla smaker.<br><br>Att bygga en Book Nook är dessutom en rolig och kreativ hobby, en kombination av modellbygge, inredning och konst. När den är klar får du en unik dekoration som både imponerar och inspirerar.</p>
<p> </p>","<p>Transform your bookshelf into a tiny world with a BookNook! These miniature dioramas slip between your books, creating the illusion of hidden worlds. Perfect for adding personality and a touch of magic to your shelves.</p>
<p>We carry BookNooks from popular brands like Rolife, CuteBee, and Aslowsnail. Whether you prefer whimsical alleys, cozy libraries, or charming little shops, there’s something for every taste.</p>
<p>Building a BookNook is also a fun and creative hobby – blending model making, interior design, and art. Once finished, you’ll have a unique decoration that inspires and impresses.</p>
<p> </p>"
COLLECTION,688217719132,meta_title,en,,,Book Nook – magiska bokvärldar & funktionella bokstöd,Book Nooks – Enchanting Book Worlds & Functional Bookends
COLLECTION,688217719132,meta_description,en,,,Utforska vårt utbud av Book Nook hos Dragon’s Lair! Våra dekorativa bokstöd ger liv och djup åt din bokhylla. Handla nu och ge boksamlingen en helt unik stil.,"Explore our collection of Book Nooks – decorative bookends that add life and depth to your bookshelf. Shop now and transform your book collection with a unique style!

"
COLLECTION,688217751900,title,en,,,Sci-Fi & Fantasy,Sci-Fi & Fantasy
COLLECTION,688217751900,meta_title,en,,,Populära Sci-Fi & Fantasy Böcker – TikTok-favoriter & Snabb Leverans,Trending Sci-Fi & Fantasy Books – TikTok Favorites & Fast Delivery
COLLECTION,688217751900,meta_description,en,,,"Upptäck spännande Sci-Fi och Fantasy-böcker till bra priser! Snabb leverans och stort utbud av klassiker och nyheter. Beställ ditt nästa äventyr idag!

","Discover thrilling Sci-Fi & Fantasy books at great prices! Fast delivery and a wide selection of classics and new releases. Order your next adventure today!

"
COLLECTION,688217784668,title,en,,,Böcker om spel och design,Books about games and design
COLLECTION,688217817436,title,en,,,Soloäventyr och Murdle,Solo Adventure and Murdle
COLLECTION,688217850204,title,en,,,Böcker ,Books
COLLECTION,688217850204,meta_title,en,,,SciFi och Fantasy Böcker - Billiga priser och snabb leverans,SciFi and Fantasy Books - Affordable prices and fast delivery
COLLECTION,688217850204,meta_description,en,,,"Upptäck spännande Sci-Fi och Fantasy-böcker till bra priser! Snabb leverans och ett handplockat utbud av nyheter. Beställ ditt nästa äventyr idag!

","Discover exciting Sci-Fi & Fantasy books at great prices! Fast delivery and a handpicked selection of new releases. Order your next adventure today!







"
COLLECTION,688217882972,title,en,,,Nyckelringar,Keychains
COLLECTION,688217882972,meta_title,en,,,Nyckelringar – Personliga och spelinspirerade accessoarer | Dragon’s Lair,Keychains – Personal and Game-Inspired Accessories | Dragon’s Lair
COLLECTION,688217882972,meta_description,en,,,"Hitta nyckelringar med speltema! Upptäck personliga och roliga nyckelringar för att visa din passion för brädspel, rollspel och mer."," Find game-themed keychains! Discover personal and fun keychains that showcase your passion for board games, role-playing games, and more."
COLLECTION,688217915740,title,en,,,Korsstyngs-kit med nördiga teman,Cross-stitch kits with geeky themes
COLLECTION,688217915740,meta_title,en,,,Nördiga Broderikit – Kreativa och nördiga broderikit | Dragon’s Lair,Nerdy Embroidery Kits – Creative & Themed Kits for Every Geek | Dragon’s Lair
COLLECTION,688217915740,meta_description,en,,,"Upptäck nördiga broderikit med spel-, film- och serieteman! Skapa egna mästerverk med broderi inspirerat av dina favoritvärldar.","Discover nerdy embroidery kits with game, movie, and comic themes! Create your own masterpieces with embroidery inspired by your favorite worlds."
COLLECTION,688217948508,title,en,,,Lumibricks,Lumibricks
COLLECTION,688217948508,meta_title,en,,,Lumibricks – byggsatser med LED-belysning | Dragon’s Lair,Lumibricks – light-up brick sets for creative builds | Dragon’s Lair
COLLECTION,688217948508,meta_description,en,,,"Byggsatser med lysande detaljer! Lumibricks är prisvärda och kompatibla med andra byggklossar. Perfekta för dig som gillar att bygga och visa upp.

","Build and illuminate! Lumibricks offer affordable sets with built-in LED lights and compatibility with other popular brick systems. Great for display and fun.

"
COLLECTION,688217981276,title,en,,,Origami & Papperspyssel,Origami & Paper Crafts
COLLECTION,688217981276,meta_title,en,,,Origami-kit med Pokémon & Studio Ghibli – Dragon’s Lair,Pokémon & Studio Ghibli Origami Kits – Dragon’s Lair
