Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,15554544533852,meta_title,en,,,Ultra Pro - Charmander Playmat for Pokémon,Ultra Pro - Charmander Playmat for Pokémon
PRODUCT,15554544533852,meta_description,en,,,Charmander Playmat från Ultra Pro för Pokémon TCG. Halkfri spelmatta med mjuk yta som skyddar kort och ger stabil spelupplevelse.,Official Ultra Pro Charmander Pokémon playmat with non-slip rubber backing and soft fabric surface for protecting cards during gameplay.
PRODUCT,15554544533852,metafield.custom.description_short,en,,,"Ultra Pro Charmander Playmat är en officiellt licensierad Pokémon-spelmatta med halkfri gummibaksida och mjuk tygovansida som skyddar dina kort. Perfekt för Pokémon TCG-spelare, samlare och turneringar.",Official Ultra Pro Charmander Pokémon playmat with non-slip rubber backing and soft fabric surface for protecting cards during gameplay.
PRODUCT,15554544599388,title,en,,,Iono and Bellibolt Full View Deck Box for Pokémon,Iono and Bellibolt Full View Deck Box for Pokémon
PRODUCT,15554544599388,body_html,en,,,"<p>Iono and Bellibolt Full View Deck Box for Pokémon är en stilren och praktisk kortbox som kombinerar funktionalitet med färgstark Pokémon-design. Med ett livfullt motiv av gymledaren Iono och hennes partner Bellibolt är denna deck box ett perfekt val för spelare och samlare som vill förvara sina kort säkert samtidigt som de visar sin favoritduo från Paldea-regionen.</p>
<p>Deck boxen är tillverkad i slitstarkt material och rymmer ett standardkortlek med upp till cirka 75 samlarkort i sleeves. Den heltryckta Full View-designen gör att motivet syns över hela boxens yta, vilket ger ett extra premiumintryck och gör den till ett snyggt tillskott i varje Pokémon-samling.</p>
<p>Den självlåsande konstruktionen gör att korten hålls säkert på plats under transport, samtidigt som boxen är enkel att öppna och använda under spel. Perfekt både för turneringar, casualspel och säker förvaring hemma.</p>
<p>Perfekt för:</p>
<p>Pokémon TCG-spelare<br>Samlare som vill skydda sina kort<br>Turneringar och spelträffar<br>Förvaring av favoritkortleken<br>Egenskaper:</p>
<p>Officiellt licensierad Pokémon-produkt<br>Full View-design med Iono och Bellibolt<br>Rymmer ca 75 sleeved kort<br>Självlåsande konstruktion<br>Slitstarkt och lätt material<br>Kompakt och smidig att transportera<br>Iono and Bellibolt Full View Deck Box är ett utmärkt val för tränare som vill kombinera säker kortförvaring med en färgstark och personlig Pokémon-stil.</p>","<p>The Iono and Bellibolt Full View Deck Box for Pokémon is a stylish and practical storage solution designed for trainers who want both protection and personality for their favorite deck. Featuring vibrant artwork of Gym Leader Iono and her partner Bellibolt, this deck box is perfect for players and collectors who appreciate standout Paldea-region characters.</p>
<p>Made from durable materials, the deck box holds approximately 75 standard-size trading cards in protective sleeves. The Full View artwork covers the entire surface of the box, creating a premium look that stands out at tournaments, game nights, or in your collection display.</p>
<p>Its self-locking closure keeps cards secure during transport while allowing quick and easy access during gameplay. Ideal for tournament use, casual play, or everyday card storage.</p>
<p>Perfect for:</p>
<p>Pokémon TCG players<br>Collectors protecting their decks<br>Tournament play<br>Safe and stylish card storage<br>Features:</p>
<p>Officially licensed Pokémon product<br>Full View artwork featuring Iono and Bellibolt<br>Holds approx. 75 sleeved cards<br>Self-locking closure design<br>Durable and lightweight construction<br>Compact and travel-friendly size<br>The Iono and Bellibolt Full View Deck Box is a great choice for trainers looking to keep their deck protected while showcasing their Pokémon style.</p>"
PRODUCT,15554544599388,meta_title,en,,,Iono and Bellibolt Full View Deck Box for Pokémon,Iono and Bellibolt Full View Deck Box for Pokémon
PRODUCT,15554544599388,meta_description,en,,,Pokémon Iono och Bellibolt Full View Deck Box med plats för ca 75 sleeved kort. Praktisk och slitstark kortförvaring med färgstark design.,Pokémon Iono and Bellibolt Full View Deck Box with space for approx. 75 sleeved cards. Durable and stylish storage for Pokémon TCG decks.
PRODUCT,15554544599388,metafield.custom.description_short,en,,,Iono and Bellibolt Full View Deck Box är en officiellt licensierad Pokémon-kortbox med plats för cirka 75 sleeved kort. Perfekt för säker förvaring och transport av din kortlek i stilren Paldea-design.,Pokémon Iono and Bellibolt Full View Deck Box with space for approx. 75 sleeved cards. Durable and stylish storage for Pokémon TCG decks.
PRODUCT,15554544795996,title,en,,,Iono and Bellibolt PRO Dual Deck Box for Pokémon,Iono and Bellibolt PRO Dual Deck Box for Pokémon
PRODUCT,15554544795996,body_html,en,,,"<p>Ultra Pro – Iono and Bellibolt PRO Dual Deck Box for Pokémon är en premium kortförvaringslösning för spelare och samlare som vill kombinera säkerhet, funktionalitet och en tydlig Pokémon-profil. Med ett färgstarkt motiv av gymledaren Iono och hennes partner Bellibolt från Paldea-regionen är denna deck box ett perfekt val för dig som vill transportera dina kortlekar tryggt och stilfullt.</p>
<p>Denna PRO Dual Deck Box är designad för att rymma två separata kortlekar samtidigt, vilket gör den idealisk för spelare som använder flera decks eller vill hålla en huvudlek och en extralek organiserade. Boxen rymmer upp till cirka 120 standardkort i sleeves och är tillverkad i slitstarka material som skyddar dina kort under transport och förvaring.</p>
<p>Den robusta konstruktionen och den säkra stängningsmekanismen håller korten på plats, medan den praktiska designen gör boxen enkel att använda både hemma och under turneringar. Fullfärgsdesignen ger dessutom ett exklusivt intryck och gör boxen till ett snyggt tillskott i varje Pokémon-samling.</p>
<p>Perfekt för:</p>
<p>Förvaring av två Pokémon TCG-lekar<br>Turneringar och spelträffar<br>Samlare som vill organisera sina kort<br>Säker transport av sleeved kort<br>Egenskaper:</p>
<p>Officiellt licensierad Pokémon-produkt<br>PRO Dual Deck Box-design med Iono och Bellibolt<br>Rymmer upp till cirka 120 sleeved kort<br>Plats för två separata kortlekar<br>Slitstark konstruktion<br>Säker stängningslösning<br>Kompakt format för enkel transport<br>Ultra Pro Iono and Bellibolt PRO Dual Deck Box är ett utmärkt val för spelare som söker en praktisk och stilren lösning för att organisera och skydda sina Pokémon-kort.</p>","<p>The Ultra Pro – Iono and Bellibolt PRO Dual Deck Box for Pokémon is a premium storage solution designed for players and collectors who want secure protection and strong visual style for their decks. Featuring vibrant artwork of Gym Leader Iono and her partner Bellibolt from the Paldea region, this deck box is ideal for transporting and organizing your cards with confidence.</p>
<p>The PRO Dual Deck Box is designed to hold two separate decks at the same time, making it perfect for players who switch between decks or want to keep both a main deck and a secondary deck stored together. It holds up to approximately 120 standard-size sleeved trading cards and is constructed from durable materials to protect your collection during storage and travel.</p>
<p>Its sturdy construction and secure closure help keep your cards safely in place, while the compact and practical design makes it easy to carry to tournaments, game nights, or events. The full-color artwork adds a premium look that stands out in any Pokémon collection.</p>
<p>Perfect for:</p>
<p>Storing two Pokémon TCG decks<br>Tournament and event use<br>Organizing trading card collections<br>Safe transport of sleeved cards<br>Features:</p>
<p>Officially licensed Pokémon product<br>PRO Dual Deck Box featuring Iono and Bellibolt artwork<br>Holds up to approximately 120 sleeved cards<br>Designed for two separate decks<br>Durable construction<br>Secure closure system<br>Compact and travel-friendly design<br>The Ultra Pro Iono and Bellibolt PRO Dual Deck Box is an excellent choice for players who want reliable deck protection combined with standout Pokémon artwork.</p>"
PRODUCT,15554544795996,meta_title,en,,,Ultra Pro - Iono and Bellibolt PRO Dual Deck Box for Pokémon,Ultra Pro - Iono and Bellibolt PRO Dual Deck Box for Pokémon
PRODUCT,15554544795996,meta_description,en,,,Ultra Pro Iono and Bellibolt PRO Dual Deck Box för Pokémon TCG. Kortbox med plats för två kortlekar och upp till cirka 120 sleeved kort.,Ultra Pro Iono and Bellibolt PRO Dual Deck Box for Pokémon TCG. Holds two decks and up to approximately 120 sleeved cards for secure storage and transport.
PRODUCT,15554544795996,metafield.custom.description_short,en,,,Ultra Pro Iono and Bellibolt PRO Dual Deck Box är en officiellt licensierad Pokémon-kortbox med plats för upp till cirka 120 sleeved kort och två separata kortlekar. Perfekt för säker och organiserad transport av dina decks.,Ultra Pro Iono and Bellibolt PRO Dual Deck Box is an officially licensed Pokémon deck box designed to hold two decks and up to approximately 120 sleeved cards for secure and organized storage.
PRODUCT,15554544894300,title,en,,,Sounds Fishy,Sounds Fishy
PRODUCT,15554544894300,meta_title,en,,,Sounds Fishy,Sounds Fishy
PRODUCT,15554544894300,meta_description,en,,,Sounds Fishy sällskapsspel där spelare bluffar och gissar rätt svar bland falska alternativ. Perfekt partyspel för vänner och familj med enkla regler och mycket skratt.,Sounds Fishy party game where players bluff and guess the correct answer among false ones. A fun and easy-to-learn game for friends and family gatherings.
PRODUCT,15554544894300,metafield.custom.description_short,en,,,"Ett roligt frågespel där du ska avslöja falska svar och hitta det enda som är sant, innan det är för sent.",A lively party game where you must spot the real answer among convincing lies.
PRODUCT,15554545025372,title,en,,,-Lånebiblioteket- Great Western Trail: El Paso,-Board Game Library- Great Western Trail: El Paso
PRODUCT,15554545025372,body_html,en,,,"<p>Ta rollen som en ranchägare i Great Western Trail: El Paso och driv din boskap till staden för att tjäna pengar och poäng! Anställ cowboys, byggare och ingenjörer för att stärka din strategi: köp bättre boskap, bygg kraftfulla byggnader och delta i järnvägens expansion. Spelet bygger på sina föregångare i Great Western Trail-serien men är snabbare att spela – perfekt för spelkvällar när tiden är knapp!</p>
<p> </p>","<p>Step into the boots of a rancher in Great Western Trail: El Paso and drive your cattle into the city to earn money and victory points! Hire cowboys, builders, and engineers to refine your strategy: buy valuable cattle, construct powerful buildings, and expand the railroad. This game builds on its predecessors in the Great Western Trail series but offers a shorter playtime—ideal for game nights when time is limited!</p>
<p> </p>"
PRODUCT,15554545025372,metafield.custom.description_short,en,,,Detta spel ingår i Dragon's Lairs lånebibliotek. Om det är slut i lager så innebär det att någon har lånat hem spelet. Du kan då bevaka spelet och få ett meddelande när det kommer i lager igen.,"This game is part of the Dragon's Lair's Board game library. If it is out of stock, it means that someone is borrowing the game. You can press the ""Notify on restock"" and receive a notification when it comes back in stock."
PRODUCT,15554545058140,title,en,,,Grimcoven,Grimcoven
PRODUCT,15554545058140,body_html,en,,,"<p>Grimcoven är ett kooperativt boss battler-brädspel i en mörk viktoriansk värld där jakten står i centrum. För 1–4 spelare får ni kliva in i rollen som jägare och möta brutala bossar i intensiva strider som kombinerar taktik, tärningar och karaktärsutveckling. Varje spelomgång bjuder på nya utmaningar tack vare olika bossar, arenor och möten.</p>
<p>Under spelets gång bygger du upp din jägare med unika förmågor, kraftfulla kombinationer och smart resursanvändning. Grimcoven passar dig som gillar tematiska sällskapsspel med miniatyrer, samarbete och dramatisk risk–belöning, där varje beslut kan avgöra om jakten slutar i triumf eller förvandling.</p>
<ul>
<li>1–4 spelare</li>
<li>Speltid: 90–270 minuter</li>
<li>Kooperativt boss battler med miniatyrer</li>
<li>Modulära strider med olika bossar, arenor och äventyr</li>
<li>Karaktärsutveckling, tärningsmekanik och taktiska kombinationer</li>
</ul>","<p>Grimcoven is a cooperative boss battler board game set in a dark Victorian universe where the hunt is all that matters. Designed for 1–4 players, it throws you into brutal showdowns against fearsome bosses using tactical dice play, character progression, and teamwork. With different bosses, arenas, and encounters in every session, each hunt feels fresh and dramatic.</p>
<p>As you play, you develop your hunter through unique skill paths, powerful combos, and clever resource management. Grimcoven is a great fit for anyone who enjoys thematic board games with miniatures, cooperative strategy, and high-stakes decisions where every move can bring victory—or turn you into the very beast you were sent to destroy.</p>
<ul>
<li>1–4 players</li>
<li>Play time: 90–270 minutes</li>
<li>Cooperative boss battler with miniatures</li>
<li>Modular battles with multiple bosses, arenas, and adventures</li>
<li>Character progression, dice mechanics, and tactical combos</li>
</ul>"
PRODUCT,15554545058140,meta_title,en,,,Grimcoven,Grimcoven
PRODUCT,15554545058140,meta_description,en,,,"Utmana mörka bossar i Grimcoven, ett kooperativt boss battler för 1–4 spelare med miniatyrer, taktik och intensiv jakt.","Face terrifying bosses in Grimcoven, a cooperative boss battler for 1–4 players with miniatures, tactics, and intense monster hunts."
PRODUCT,15554545156444,title,en,,,Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Gardevoir (Max 1 per kund),Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Gardevoir (Max 1 per kund)
PRODUCT,15554545156444,body_html,en,,,"<p>Upptäck kraften hos Mega-evolutioner med Pokémon TCG: Ascended Heroes Premium Poster Collection – Mega Gardevoir – en exklusiv samlarbox perfekt för både spelare och samlare. Denna premiumkollektion innehåller ett imponerande full-art foil promo-kort med Mega Gardevoir ex samt 10 booster packs från expansionen Ascended Heroes, vilket ger goda möjligheter att stärka din kortlek eller hitta eftertraktade samlarkort.</p>
<p>Mega Gardevoir ex är ett kraftfullt tillskott i strid tack vare starka attacker och hög HP. Samtidigt passar boxen utmärkt för samlare som uppskattar specialexpansioner med fokus på Mega-evolutioner och exklusiva illustrationer.</p>
<p>Utöver promo-kortet ingår en stor dubbelsidig samlarposter med motiv från Ascended Heroes-expansionen. Postern passar perfekt att rama in eller använda som samlarobjekt. Med de 10 boosterpaketen får du fler möjligheter att upptäcka sällsynta kort och bygga vidare på din Pokémon-samling.</p>
<p>Denna Premium Poster Collection är ett utmärkt val för både samlare och spelare. Observera att produkten är begränsad till max 1 per kund.</p>
<p>Innehåll:</p>
<p>1 st full-art foil promo-kort: Mega Gardevoir ex<br>1 st stor dubbelsidig samlarposter<br>10 st Pokémon TCG: Ascended Heroes booster packs<br>1 st kodkort till Pokémon TCG Live<br>Perfekt för samlare, spelare och Pokémon-entusiaster som vill utveckla sin kortsamling.</p>","<p>Experience the power of Mega Evolution with the Pokémon TCG: Ascended Heroes Premium Poster Collection – Mega Gardevoir, a premium collector’s box designed for both players and collectors. This exclusive set includes a stunning full-art foil promo card featuring Mega Gardevoir ex together with 10 booster packs from the Ascended Heroes expansion, giving you great opportunities to upgrade your deck or discover rare collectible cards.</p>
<p>Mega Gardevoir ex is a strong addition to any battle strategy thanks to its powerful attacks and high HP. The collection is also ideal for fans who appreciate special expansions focused on Mega Evolution Pokémon and detailed artwork.</p>
<p>In addition to the promo card, the collection includes a large double-sided poster featuring artwork from the Ascended Heroes expansion. The poster is perfect for display or collecting. The included booster packs provide additional chances to expand your collection with exciting cards from the series.</p>
<p>This Premium Poster Collection is an excellent choice for both collectors and players. Please note that the product is limited to max 1 per customer.</p>
<p>Contents:</p>
<p>1 full-art foil promo card featuring Mega Gardevoir ex<br>1 large double-sided collector’s poster<br>10 Pokémon TCG: Ascended Heroes booster packs<br>1 code card for Pokémon TCG Live<br>A great choice for collectors, players, and Pokémon enthusiasts alike.</p>"
PRODUCT,15554545156444,meta_title,en,,,Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Gardevoir (Max 1 per kund),Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Gardevoir (Max 1 per kund)
PRODUCT,15554545156444,meta_description,en,,,"Premium Poster Collection Mega Gardevoir innehåller promo-kort, 10 Ascended Heroes booster packs och stor samlarposter. Perfekt Pokémon TCG-box för samlare.","Premium Mega Gardevoir Poster Collection with promo card, 10 Ascended Heroes booster packs and collector poster. Ideal Pokémon TCG box for collectors and players."
PRODUCT,15554545156444,metafield.custom.description_short,en,,,"Pokémon TCG: Ascended Heroes Premium Poster Collection – Mega Gardevoir innehåller ett exklusivt full-art promo-kort med Mega Gardevoir ex, 10 booster packs från Ascended Heroes samt en stor dubbelsidig samlarposter. Passar både samlare och spelare. Max 1 per kund.","The Ascended Heroes Premium Poster Collection – Mega Gardevoir includes a full-art Mega Gardevoir ex promo card, 10 booster packs, and a large double-sided collector’s poster. Suitable for both collectors and players. Max 1 per customer."
PRODUCT,15554545287516,title,en,,,Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Lucario (Max 1 per kund),Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Lucario (Max 1 per kund)
PRODUCT,15554545287516,body_html,en,,,"<p>Upptäck kraften hos Mega-evolutioner med Pokémon TCG: Ascended Heroes Premium Poster Collection – Mega Lucario – en exklusiv samlarbox perfekt för både spelare och samlare. Denna premiumkollektion innehåller ett imponerande full-art foil promo-kort med Mega Lucario ex samt 10 booster packs från expansionen Ascended Heroes, vilket ger goda möjligheter att stärka din kortlek eller hitta eftertraktade samlarkort.</p>
<p>Mega Lucario ex är ett kraftfullt tillskott i strid tack vare starka attacker och offensiv spelstil som passar många olika strategier. Samtidigt passar boxen utmärkt för samlare som uppskattar specialexpansioner med fokus på Mega-evolutioner och exklusiva illustrationer.</p>
<p>Utöver promo-kortet ingår en stor dubbelsidig samlarposter med motiv från Ascended Heroes-expansionen. Postern passar perfekt att rama in eller använda som samlarobjekt. Med de 10 boosterpaketen får du fler möjligheter att upptäcka sällsynta kort och bygga vidare på din Pokémon-samling.</p>
<p>Denna Premium Poster Collection är ett utmärkt val för både samlare och spelare. Observera att produkten är begränsad till max 1 per kund.</p>
<p>Innehåll:</p>
<p>1 st full-art foil promo-kort: Mega Lucario ex<br>1 st stor dubbelsidig samlarposter<br>10 st Pokémon TCG: Ascended Heroes booster packs<br>1 st kodkort till Pokémon TCG Live<br>Perfekt för samlare, spelare och Pokémon-entusiaster som vill utveckla sin kortsamling.</p>","<p>Experience the power of Mega Evolution with the Pokémon TCG: Ascended Heroes Premium Poster Collection – Mega Lucario, a premium collector’s box designed for both players and collectors. This exclusive set includes a striking full-art foil promo card featuring Mega Lucario ex together with 10 booster packs from the Ascended Heroes expansion, giving you great opportunities to upgrade your deck or discover rare collectible cards.</p>
<p>Mega Lucario ex is a strong addition to many battle strategies thanks to its powerful attacks and aggressive playstyle. The collection is also ideal for fans who appreciate special expansions focused on Mega Evolution Pokémon and detailed artwork.</p>
<p>In addition to the promo card, the collection includes a large double-sided poster featuring artwork from the Ascended Heroes expansion. The poster is perfect for display or collecting. The included booster packs provide additional chances to expand your collection with exciting cards from the series.</p>
<p>This Premium Poster Collection is an excellent choice for both collectors and players. Please note that the product is limited to max 1 per customer.</p>
<p>Contents:</p>
<p>1 full-art foil promo card featuring Mega Lucario ex<br>1 large double-sided collector’s poster<br>10 Pokémon TCG: Ascended Heroes booster packs<br>1 code card for Pokémon TCG Live<br>A great choice for collectors, players, and Pokémon enthusiasts alike.</p>"
PRODUCT,15554545287516,meta_title,en,,,Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Lucario (Max 1 per kund),Pokémon TCG - Ascended Heroes Premium Poster Collection Mega Lucario (Max 1 per kund)
PRODUCT,15554545287516,meta_description,en,,,"Premium Poster Collection Mega Lucario innehåller promo-kort, 10 Ascended Heroes booster packs och stor samlarposter. Perfekt Pokémon TCG-box för samlare.","Premium Mega Lucario Poster Collection with promo card, 10 Ascended Heroes booster packs and collector poster. Ideal Pokémon TCG box for collectors and players."
PRODUCT,15554545287516,metafield.custom.description_short,en,,,"Pokémon TCG: Ascended Heroes Premium Poster Collection – Mega Lucario innehåller ett exklusivt full-art promo-kort med Mega Lucario ex, 10 booster packs från Ascended Heroes samt en stor dubbelsidig samlarposter. Passar både samlare och spelare. Max 1 per kund.","The Ascended Heroes Premium Poster Collection – Mega Lucario includes a full-art Mega Lucario ex promo card, 10 booster packs, and a large double-sided collector’s poster. Suitable for both collectors and players. Max 1 per customer."
PRODUCT,15554545385820,title,en,,,Flamecraft Duals,Flamecraft Duals
PRODUCT,15554545385820,body_html,en,,,"<p>Flamecraft Duals är ett snabbt och charmigt tvåpersonersspel där du placerar drakar, bygger mönster och aktiverar smarta förmågor för att samla flest poäng.</p>
<p>I det här fristående spelet i Flamecraft-världen turas 1–2 spelare om att dra drakar och placera dem på den gemensamma spelplanen. Målet är att matcha drakarna med butikskorten i handen, skapa rätt mönster och få ut så mycket som möjligt av varje drag.</p>
<p>Spelet är lätt att komma in i, men bjuder ändå på kluriga val och fin variation tack vare drakarnas olika specialförmågor. Flamecraft Duals passar perfekt för dig som gillar familjespel, abstrakta strategispel och sällskapsspel med kort speltid, oavsett om du spelar mot någon annan eller kör solo.</p>
<ul>
<li>För 1–2 spelare</li>
<li>Speltid på cirka 30–45 minuter</li>
<li>Rekommenderad ålder: 10+</li>
<li>Mönsterbyggande och brickplacering med unika drakförmågor</li>
<li>Utspelar sig i den mysiga världen från Flamecraft</li>
</ul>","<p>Flamecraft Duals is a quick and charming game for two players where you place dragons, trigger clever powers, and build patterns to score the most points.</p>
<p>Set in the cozy world of Flamecraft, this standalone game lets 1–2 players take turns drawing dragons and placing them on a shared board. Your goal is to match dragon patterns to the shop cards in your hand, make the most of each placement, and line up the right combos at the right time.</p>
<p>It is easy to learn, but still offers satisfying choices thanks to each dragon’s unique ability. Flamecraft Duals is a great fit for players who enjoy family games, abstract strategy games, and travel-friendly board games with a light, puzzly feel. It also includes solo rules, so it works nicely for playing on your own.</p>
<ul>
<li>For 1–2 players</li>
<li>Plays in about 30–45 minutes</li>
<li>Recommended age: 10+</li>
<li>Pattern building and tile placement with unique dragon powers</li>
<li>Standalone game set in the world of Flamecraft</li>
</ul>"
PRODUCT,15554545385820,meta_title,en,,,Flamecraft Duals,Flamecraft Duals
PRODUCT,15554545385820,meta_description,en,,,"Flamecraft Duals är ett mysigt spel för 1–2 spelare där du placerar drakar, bygger mönster och matchar butiker på 30–45 minuter.","Flamecraft Duals is a cozy 1–2 player game of dragon placement, pattern building, and clever combos, playable in 30–45 minutes."
PRODUCT,15554545418588,title,en,,,Pokémon TCG - Ninja Spinner Booster Japansk,Pokémon TCG - Ninja Spinner Booster Japansk
PRODUCT,15554545418588,body_html,en,,,"<p>Upptäck spänningen i den japanska Pokémon-expansionen Pokémon TCG – Ninja Spinner Booster. Detta japanska boosterpack är ett utmärkt val för samlare och spelare som vill ta del av exklusiva kort med originaldesign och tidigare tillgång än de internationella utgåvorna.</p>
<p>Japanska booster packs är kända för sin höga tryckkvalitet, skarpa färger och samlarvänliga finish, vilket gör dem särskilt eftertraktade bland Pokémon-entusiaster. Ninja Spinner-expansionen innehåller nya strategiska kort, kraftfulla Pokémon och attraktiva illustrationer som kan stärka din samling eller bidra till nya spelstrategier.</p>
<p>Varje boosterpack innehåller slumpmässiga kort, vilket gör varje öppning till en spännande upplevelse med chans på holografiska kort och sällsynta samlarkort.</p>
<p>Perfekt för dig som samlar japanska Pokémonkort, öppnar booster packs eller vill komplettera din samling med kort från den japanska marknaden.</p>
<p>Innehåll:</p>
<p>1 st Pokémon TCG Ninja Spinner japansk booster pack<br>Innehåller slumpmässiga kort från expansionen<br>Japansk originalutgåva</p>","<p>Discover the excitement of the Japanese expansion Pokémon TCG – Ninja Spinner Booster. This Japanese booster pack is a great choice for collectors and players who want access to exclusive card designs and earlier releases compared to international versions.</p>
<p>Japanese booster packs are well known for their high print quality, vibrant colors, and collector-friendly finish, making them especially popular among Pokémon enthusiasts. The Ninja Spinner expansion features new strategic cards, powerful Pokémon, and eye-catching artwork that can strengthen your collection or support new gameplay strategies.</p>
<p>Each booster pack contains random cards, making every opening an exciting experience with the chance of pulling holographic and rare collectible cards.</p>
<p>Perfect for collectors of Japanese Pokémon cards or anyone looking to expand their Pokémon TCG collection with original Japanese releases.</p>
<p>Contents:</p>
<p>1 Pokémon TCG Ninja Spinner Japanese booster pack<br>Includes random cards from the expansion<br>Japanese original release</p>"
PRODUCT,15554545418588,meta_title,en,,,Pokémon TCG - Ninja Spinner Booster Japansk,Pokémon TCG - Ninja Spinner Booster Japansk
PRODUCT,15554545418588,meta_description,en,,,Japansk Pokémon Ninja Spinner booster med slumpmässiga kort från expansionen. Perfekt för samlare av japanska Pokémonkort.,Japanese Pokémon Ninja Spinner booster pack with random cards from the expansion. Perfect for collectors of Japanese Pokémon TCG cards.
PRODUCT,15554545418588,metafield.custom.description_short,en,,,Pokémon TCG Ninja Spinner Booster japansk innehåller slumpmässiga kort från den japanska expansionen Ninja Spinner. Perfekt för samlare och spelare som vill ha originalutgåvor från Japan.,Pokémon TCG Ninja Spinner Japanese booster pack includes random cards from the Ninja Spinner expansion. Ideal for collectors of original Japanese Pokémon cards.
PRODUCT,15554545746268,title,en,,,Pokémon TCG - Ninja Spinner Booster Japansk Display (30 Boosters),Pokémon TCG - Ninja Spinner Booster Japansk Display (30 Boosters)
PRODUCT,15554545746268,body_html,en,,,"<p>Upptäck den japanska expansionen Pokémon TCG – Ninja Spinner Booster Display. Denna display innehåller 30 japanska booster packs och är ett utmärkt val för samlare, spelare och butiker som vill öppna större mängder kort från expansionen.</p>
<p>Japanska Pokémon booster displays är uppskattade för sin höga tryckkvalitet, skarpa färger och exklusiva kortlayout. Ninja Spinner-expansionen innehåller nya Pokémon, strategiska Trainer-kort och attraktiva illustrationer som gör expansionen intressant både för spel och samlande.</p>
<p>Med en sealed display får du en bättre öppningsupplevelse och större möjlighet att hitta holografiska kort, SR-kort och andra eftertraktade samlarkort från serien. Produkten passar perfekt för dig som vill maximera chanserna att hitta sällsynta kort eller komplettera din japanska Pokémon-samling.</p>
<p>Displayen levereras fabriksförseglad och innehåller original japanska booster packs från Ninja Spinner-expansionen.</p>
<p>Innehåll:</p>
<p>1 st Pokémon TCG Ninja Spinner japansk booster display<br>30 st japanska booster packs<br>Varje pack innehåller slumpmässiga kort från expansionen<br>Japansk originalutgåva</p>","<p>Discover the Japanese expansion Pokémon TCG – Ninja Spinner Booster Display. This display includes 30 Japanese booster packs and is an excellent choice for collectors, players, and stores looking to open larger quantities of cards from the expansion.</p>
<p>Japanese Pokémon booster displays are well known for their high print quality, vibrant colors, and exclusive card layout. The Ninja Spinner expansion features new Pokémon, strategic Trainer cards, and eye-catching artwork that make the set appealing for both gameplay and collecting.</p>
<p>Opening a sealed display improves your chances of pulling holographic cards, SR cards, and other sought-after collectibles from the series. This product is ideal for anyone looking to maximize their chances of finding rare cards or expanding a Japanese Pokémon card collection.</p>
<p>The display is factory sealed and contains original Japanese booster packs from the Ninja Spinner expansion.</p>
<p>Contents:</p>
<p>1 Pokémon TCG Ninja Spinner Japanese booster display<br>30 Japanese booster packs<br>Each pack contains random cards from the expansion<br>Japanese original release</p>"
PRODUCT,15554545746268,meta_title,en,,,Pokémon TCG - Ninja Spinner Booster Japansk Display (30 Boosters),Pokémon TCG - Ninja Spinner Booster Japansk Display (30 Boosters)
PRODUCT,15554545746268,meta_description,en,,,Japansk Pokémon Ninja Spinner booster display med 30 booster packs. Perfekt sealed display för samlare av japanska Pokémonkort.,Japanese Pokémon Ninja Spinner booster display with 30 booster packs. Ideal sealed display for collectors and Pokémon TCG players.
PRODUCT,15554545746268,metafield.custom.description_short,en,,,Pokémon TCG Ninja Spinner japansk booster display innehåller 30 booster packs från Ninja Spinner-expansionen. Perfekt för samlare och spelare som vill öppna en sealed japansk display.,Pokémon TCG Ninja Spinner Japanese booster display includes 30 booster packs from the Ninja Spinner expansion. Perfect sealed display for collectors of Japanese Pokémon cards.
PRODUCT,15571357270364,title,en,,,Complete Dice Set D3-D100 Black/Yellow,Complete Dice Set D3-D100 Black/Yellow
PRODUCT,15571357270364,body_html,en,,,"<p>Ett komplett tärningsset med allt från D3 till D100 – perfekt för rollspel och brädspel med variation.<br>Det här setet innehåller hela spektrat av specialtärningar och passar både nya spelare och veteraner som vill ha en full uppsättning. Tärningarna har tydliga siffror och en stilren svart färg som gör dem både snygga och lätta att läsa.</p>
<ul>
<li>Innehåller tärningar: D3, D4, D6, D8, D10, D% (D10 med tiotal), D12, D20 och D100</li>
<li>Stilren svart färg med kontrasterande siffror</li>
<li>Perfekt till rollspel som Dungeons &amp; Dragons eller Pathfinder</li>
<li>Tillverkade i slitstark plast för lång hållbarhet</li>
<li>Levereras som komplett set – redo att användas direkt</li>
</ul>","<p>A complete black dice set from D3 to D100 – ideal for RPGs and tabletop games with diverse dice needs.<br>This all-in-one set includes every major polyhedral die, perfect for both beginners and seasoned players. The sleek black design with clear numbers makes it easy to read and stylish on any game table.</p>
<ul>
<li>Includes dice: D3, D4, D6, D8, D10, D% (tens), D12, D20, and D100</li>
<li>Sleek black color with high-contrast numbering</li>
<li>Great for RPGs like Dungeons &amp; Dragons or Pathfinder</li>
<li>Durable plastic construction for long-term use</li>
<li>Delivered as a full set – ready to roll</li>
</ul>"
